demand_kw
14.832
14.296
13.664
14.96
14.296
14.528
14.616
13.328
13.52
15.008
13.536
13.352
14.456
13.4
13.28
14.944
13.944
13.608
14.568
13.728
14.808
14.472
13.32
13.784
13.408
14.392
13.352
13.296
13.92
14.192
13.312
13.84
13.728
14.736
13.544
13.568
14.296
13.16
12.688
13.424
15.776
14.008
13.68
13.824
13.896
13.544
13.272
15.032
14.608
14.368
15.264
14.48
15.248
13.952
15.2
15.848
15.112
16.0
15.312
16.008
14.64
16.12
15.48
15.904
15.936
15.24
15.672
15.0
15.408
14.432
15.568
15.12
16.256
14.928
15.832
14.424
14.84
13.544
13.904
14.696
13.784
14.792
13.296
14.424
14.448
13.056
14.232
13.2
13.784
14.304
13.528
13.416
13.904
14.176
13.6
13.264
13.816
12.272
12.832
14.208
12.696
12.568
12.672
13.424
13.08
12.288
12.496
11.944
13.208
12.784
12.504
13.552
13.008
13.28
12.584
11.952
11.928
12.352
12.24
13.928
12.704
12.24
12.176
11.696
12.344
13.264
12.856
13.256
13.496
14.944
13.728
12.816
14.072
14.56
15.128
14.36
18.128
18.136
20.264
19.072
21.384
20.952
21.416
21.024
20.512
29.968
44.016
44.536
45.608
47.024
46.952
45.576
45.84
47.56
43.912
45.24
43.88
44.24
44.464
42.032
41.024
40.616
39.296
39.904
38.952
39.24
37.576
38.6
38.144
38.568
40.088
41.208
40.552
41.464
37.784
36.064
37.56
36.896
36.488
37.376
36.328
36.376
36.128
35.968
36.848
35.688
37.432
35.592
36.704
35.36
37.312
35.24
35.816
34.592
35.616
34.408
36.24
35.808
34.536
36.0
34.36
35.024
35.28
35.84
36.192
35.048
34.968
35.416
34.232
34.568
36.144
34.896
34.488
34.304
35.016
34.448
34.096
33.608
34.896
35.232
34.472
34.616
36.032
34.688
34.928
35.896
35.68
36.8
36.4
36.744
39.408
39.016
40.216
42.304
44.664
43.536
44.04
45.776
43.6
30.264
29.88
30.712
26.12
25.56
27.248
26.472
26.512
27.208
27.152
25.064
24.568
24.512
23.408
18.48
17.168
15.96
17.84
18.08
17.504
17.864
16.128
16.656
16.344
16.152
16.728
16.616
15.952
16.096
15.728
15.88
15.192
16.664
15.72
15.152
14.848
14.896
15.76
14.232
15.608
15.456
15.144
16.216
14.808
15.296
14.496
14.64
15.616
15.112
15.144
15.816
14.56
15.608
15.192
14.464
15.072
14.288
14.056
15.072
14.872
13.32
13.472
14.912
14.376
14.328
13.72
14.248
14.24
14.448
15.528
14.104
14.2
13.872
13.488
14.952
13.064
14.216
14.32
15.768
14.6
14.944
15.688
14.568
15.192
15.632
15.144
16.768
17.112
24.0
25.44
27.184
25.528
29.688
30.984
27.792
28.664
29.344
30.88
31.224
