demand_kw
685.125
658.5511
635.52
660.5248
568.6863
650.2230000000001
676.1223
632.4204
628.9296
663.355
638.4096000000001
597.4854
536.1944000000001
597.7965
510.507
634.282
539.6352
614.2763000000001
626.6920000000001
560.9015999999999
600.1359
630.5088
675.8655
652.3545
656.2192
654.6577000000001
656.396
671.8088
622.0222
666.2967
716.1954
686.268
674.4798000000001
648.9446999999999
677.0444
784.1351000000001
799.081
807.879
724.6084
795.9876
738.4564
786.1559
812.0182
914.1285
762.7812
786.1032
775.8539999999999
976.3820000000001
882.3770999999999
840.3072
818.5240000000001
912.6006
929.4584000000001
937.8768
907.6172
937.18
885.7555
868.7386
951.099
863.7653999999999
943.7993
908.0876
835.8384
904.32
926.9
990.09
850.117
981.5232000000001
927.8568
941.9544
932.4184
928.4434
896.07
815.1665
776.3424
790.0323999999999
874.6166000000001
866.3804000000001
772.5672
900.2510000000001
809.4359000000001
776.0921999999999
811.1169
802.05
777.924
839.5862
799.4454
809.4847000000001
826.0120000000001
637.9830000000001
703.086
742.5
702.1228
713.4264000000001
613.7636
662.2096
703.296
667.5968
631.47
567.9492
611.3547
574.833
632.3285999999999
598.1528
545.958
626.3088
562.7244
619.0169999999999
629.5428
626.4000000000001
617.0599000000001
626.0976
574.5069
539.4788
602.532
656.552
617.2529999999999
618.0415
683.1201
590.5593
684.2222
647.9833
640.9854
678.9471
668.3876
643.1003
706.8492000000001
649.6704
640.4304000000001
687.666
654.069
663.1898
721.9516
773.2493999999999
750.8285
830.466
758.9279999999999
887.128
811.2109999999999
747.7470000000001
877.2088000000001
950.3710000000001
860.6513
800.7636000000001
961.794
978.82
849.5842
789.9300000000001
814.0500000000001
862.3245
918.99
894.48
878.0351999999999
957.0863
932.09
849.3039
984.7950000000001
932.74
953.1270000000001
902.8543999999999
955.9830000000001
948.0640000000001
869.6447999999999
857.6837
969.3216
881.47
892.5168
887.7799
766.4490000000001
830.0952
740.754
777.2013999999999
831.9976
765.0087
815.1659999999999
757.7189999999999
878.2305
767.878
724.716
902.6944000000001
869.7024
820.9530000000001
737.6064
722.4300000000001
760.7623
688.9812999999999
747.2412
700.8223
615.1112999999999
587.4390000000001
659.1058
586.557
611.6203999999999
651.2484
581.9276
615.4399999999999
558.774
646.5368
622.43
590.0122
621.9654
651.4128000000001
630.3254999999999
642.2868000000001
556.198
557.7403
614.9696
565.3742
606.268
588.3966
531.9716000000001
600.139
636.4848999999999
622.7969999999999
604.0608
571.554
616.9491999999999
601.711
686.232
663.4024000000001
719.4763000000002
623.9366
638.9472000000001
729.8749
699.0715
677.2834999999999
693.3948
742.0428999999999
784.2345
813.9768
829.8171
710.2914
789.1785
852.0386
804.9635
888.8355
906.961
905.373
808.7008
876.9618
863.576
898.9100999999999
926.9624
816.4065
906.78
820.82
939.7102000000001
968.5935000000001
1002.7398000000001
995.9667
1000.2385
918.9675
874.4418
1003.5851
977.1084000000001
974.5988000000001
903.1379000000001
951.9648000000001
890.4852
961.3308000000001
889.5171
824.6808
898.9542000000001
836.7142
800.4569999999999
784.2513999999999
784.9292999999999
755.9548000000001
779.722
829.0787
766.3232
855.9408
769.8873
847.4634
719.5050000000001
745.1632000000001
817.9074
854.4401
831.604
867.3893
831.3580000000001
759.6144
685.559
726.2784
688.1029
643.3118999999999
693.7806
617.5
534.2167999999999
490.5799999999999
519.6288
530.0954
521.3682
519.1138000000001
469.07259999999997
456.4992
522.676
440.3271
454.47499999999997
428.72069999999997
481.8424
483.8005
425.9048
413.862
440.70840000000004
432.1835
455.4
452.81329999999997
448.25219999999996
435.0978
402.402
407.4712
464.9578000000001
470.13660000000004
438.55
442.53
496.54
477.1104
448.9645
440.1445
474.0552
441.5082
520.6080000000001
492.16290000000004
467.9862
477.6384
567.1924
478.13219999999995
534.2469
615.8827
592.7753
632.9232
587.3868
540.1214
652.2604000000001
609.952
653.543
685.2492000000001
596.3532
658.1059
697.7768
709.5919
661.0982
620.3561000000001
690.335
736.8192
638.4104
629.5079999999999
702.8926
660.7392
707.6409
701.0006
727.3455
616.2065
626.6396
611.4836
681.4066
701.673
703.0344
652.6872
627.8166
677.9048
641.8863
619.1288999999999
635.8059000000001
596.5905
672.5385000000001
596.718
635.9775
700.422
659.6017
651.168
582.066
693.1008
597.4546
601.9224
609.7416
549.7056
543.7053999999999
557.015
597.1536
496.99320000000006
518.208
483.1463
554.1015000000001
483.9905999999999
461.02500000000003
537.6
475.01759999999996
463.488
477.53
457.1305
422.8861
471.0468
493.35580000000004
460.51959999999997
410.6052
433.199
436.031
443.6068
433.76849999999996
482.17240000000004
449.6877
446.69789999999995
493.1190000000001
480.6907
469.12010000000004
449.56800000000004
457.39000000000004
442.4608
449.05940000000004
415.587
